
02:14:18.215| ====== starting level 1: 'levels/maps/mainmenu'  ======

02:14:32.729| ====== starting level 2: 'levels/maps/hangar'  ======
02:15:24.472| ====== TestDrive started ======
02:15:27.343| Damage. Victim: Cabin_Bell_Uh1_Oracle, attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 1.94 DMG_ENERGY|CONTINUOUS
02:16:45.712| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 16.03 DMG_DIRECT|CONTINUOUS
02:16:45.775| Damage. Victim: VisitorCar1         , attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 2.51 DMG_ENERGY|CONTINUOUS
02:16:45.811| Damage. Victim: VisitorCar1         , attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 0.93 DMG_ENERGY|CONTINUOUS|HUD_IMPORTANT
02:16:45.812| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 9.61 DMG_DIRECT|CONTINUOUS
02:16:45.836| Damage. Victim: VisitorCar1         , attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 0.93 DMG_ENERGY|CONTINUOUS|HUD_IMPORTANT
02:16:45.934| Damage. Victim: VisitorCar1         , attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 2.94 DMG_ENERGY|CONTINUOUS
02:16:45.936| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 17.30 DMG_DIRECT|CONTINUOUS
02:16:46.014| Damage. Victim: VisitorCar1         , attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 8.89 DMG_ENERGY|CONTINUOUS
02:16:46.016| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 10.17 DMG_DIRECT|CONTINUOUS
02:16:46.108| Damage. Victim: VisitorCar1         , attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 9.16 DMG_ENERGY|CONTINUOUS
02:16:46.109| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 9.45 DMG_DIRECT|CONTINUOUS
02:16:46.113| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 9.08 DMG_DIRECT|HUD_IMPORTANT
02:16:46.172| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 2.02 DMG_ENERGY|CONTINUOUS
02:16:46.224| Damage. Victim: VisitorCar1         , attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 12.28 DMG_ENERGY|CONTINUOUS
02:16:46.226| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 2.24 DMG_ENERGY|CONTINUOUS|HUD_IMPORTANT
02:16:46.229| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 7.88 DMG_DIRECT
02:16:46.316| Damage. Victim: VisitorCar1         , attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 8.29 DMG_ENERGY|CONTINUOUS
02:16:46.317| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 3.25 DMG_ENERGY|CONTINUOUS|HUD_IMPORTANT
02:16:46.408| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 3.61 DMG_ENERGY|CONTINUOUS|HUD_IMPORTANT
02:16:46.410| Damage. Victim: VisitorCar1         , attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 9.19 DMG_ENERGY|CONTINUOUS
02:16:46.411| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 16.27 DMG_DIRECT
02:16:46.501| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 4.09 DMG_ENERGY|CONTINUOUS|HUD_IMPORTANT
02:16:46.516| Damage. Victim: VisitorCar1         , attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 4.67 DMG_ENERGY|CONTINUOUS
02:16:46.522| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 8.22 DMG_DIRECT
02:16:46.562| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 1.98 DMG_ENERGY|CONTINUOUS|HUD_IMPORTANT
02:16:46.610| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 9.40 DMG_DIRECT|CONTINUOUS
02:16:46.611| Damage. Victim: VisitorCar1         , attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 6.11 DMG_ENERGY|CONTINUOUS
02:16:46.701| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 2.72 DMG_ENERGY|CONTINUOUS
02:16:46.702| Damage. Victim: VisitorCar1         , attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 7.78 DMG_ENERGY|CONTINUOUS
02:16:46.818| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 11.82 DMG_DIRECT|CONTINUOUS
02:16:46.820| Damage. Victim: VisitorCar1         , attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 10.08 DMG_ENERGY|CONTINUOUS
02:16:46.910| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 3.07 DMG_ENERGY|CONTINUOUS
02:16:46.916| Damage. Victim: VisitorCar1         , attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 8.00 DMG_ENERGY|CONTINUOUS
02:16:47.000| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 10.78 DMG_DIRECT|CONTINUOUS
02:16:47.002| Damage. Victim: VisitorCar1         , attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 8.40 DMG_ENERGY|CONTINUOUS
02:16:47.048| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 8.39 DMG_DIRECT|CONTINUOUS
02:16:47.118| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 3.71 DMG_ENERGY|CONTINUOUS|HUD_IMPORTANT
02:16:47.119| Damage. Victim: VisitorCar1         , attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 6.26 DMG_ENERGY|CONTINUOUS
02:16:47.120| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 7.94 DMG_DIRECT
02:16:47.215| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 2.24 DMG_ENERGY|CONTINUOUS|HUD_IMPORTANT
02:16:47.230| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 1.32 DMG_ENERGY|CONTINUOUS
02:16:47.231| Damage. Victim: VisitorCar1         , attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 10.27 DMG_ENERGY|CONTINUOUS
02:16:47.309| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 10.94 DMG_DIRECT|CONTINUOUS
02:16:47.310| Damage. Victim: VisitorCar1         , attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 8.18 DMG_ENERGY|CONTINUOUS
02:16:47.418| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 3.48 DMG_ENERGY|CONTINUOUS
02:16:47.420| Damage. Victim: VisitorCar1         , attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 11.09 DMG_ENERGY|CONTINUOUS
02:16:47.445| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 9.57 DMG_DIRECT|CONTINUOUS
02:16:47.504| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 1.95 DMG_ENERGY|CONTINUOUS|HUD_IMPORTANT
02:16:47.506| Damage. Victim: VisitorCar1         , attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 4.83 DMG_ENERGY|CONTINUOUS
02:16:47.507| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 16.55 DMG_DIRECT
02:16:47.564| Damage. Victim: VisitorCar1         , attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 1.89 DMG_ENERGY|CONTINUOUS
02:16:47.626| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 4.95 DMG_ENERGY|CONTINUOUS|HUD_IMPORTANT
02:16:47.628| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 16.76 DMG_DIRECT
02:16:47.687| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 2.69 DMG_ENERGY|CONTINUOUS|HUD_IMPORTANT
02:16:47.716| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 1.04 DMG_ENERGY|CONTINUOUS
02:16:47.718| Damage. Victim: VisitorCar1         , attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 6.46 DMG_ENERGY|CONTINUOUS
02:16:47.810| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 19.89 DMG_DIRECT|CONTINUOUS
02:16:47.812| Damage. Victim: VisitorCar1         , attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 5.82 DMG_ENERGY|CONTINUOUS
02:16:47.912| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 20.78 DMG_DIRECT|CONTINUOUS
02:16:48.020| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 21.21 DMG_DIRECT|CONTINUOUS
02:16:48.022| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 12.52 DMG_DIRECT|HUD_IMPORTANT
02:16:48.118| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 12.28 DMG_DIRECT|CONTINUOUS
02:16:48.221| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 11.98 DMG_DIRECT|CONTINUOUS
02:16:48.223| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 12.77 DMG_DIRECT|HUD_IMPORTANT
02:16:48.318| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 12.03 DMG_DIRECT|CONTINUOUS
02:16:48.413| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 21.06 DMG_DIRECT|CONTINUOUS
02:16:48.506| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 21.25 DMG_DIRECT|CONTINUOUS
02:16:48.607| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 1.56 DMG_ENERGY|CONTINUOUS
02:16:48.695| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 18.59 DMG_DIRECT|CONTINUOUS
02:16:48.764| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 1.16 DMG_DIRECT|CONTINUOUS
02:16:48.830| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 18.76 DMG_DIRECT
02:16:48.924| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 9.46 DMG_DIRECT
02:16:49.017| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 9.54 DMG_DIRECT
02:16:49.124| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 0.96 DMG_DIRECT
02:16:49.125| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 12.47 DMG_DIRECT|HUD_IMPORTANT
02:16:49.208| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 27.84 DMG_DIRECT|HUD_IMPORTANT
02:16:49.300| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 14.04 DMG_DIRECT|HUD_IMPORTANT
02:16:49.421| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 9.92 DMG_DIRECT
02:16:49.494| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 9.97 DMG_DIRECT
02:16:49.562| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 0.89 DMG_ENERGY|CONTINUOUS|HUD_IMPORTANT
02:16:49.617| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 2.06 DMG_ENERGY|CONTINUOUS
02:16:49.706| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 2.41 DMG_ENERGY|CONTINUOUS
02:16:49.794| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 24.14 DMG_DIRECT|CONTINUOUS
02:16:49.914| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 21.07 DMG_DIRECT|CONTINUOUS
02:16:50.006| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 22.78 DMG_DIRECT|CONTINUOUS
02:16:50.124| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 13.54 DMG_DIRECT|CONTINUOUS
02:16:50.210| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 12.65 DMG_DIRECT|CONTINUOUS
02:16:50.301| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 12.69 DMG_DIRECT|CONTINUOUS
02:16:50.426| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 13.61 DMG_DIRECT|CONTINUOUS
02:16:50.535| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 13.98 DMG_DIRECT|CONTINUOUS
02:16:50.610| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 14.17 DMG_DIRECT|CONTINUOUS
02:16:50.617| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 2.60 DMG_DIRECT|HUD_IMPORTANT
02:16:50.645| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 9.76 DMG_DIRECT|CONTINUOUS
02:16:50.713| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 2.76 DMG_ENERGY|CONTINUOUS|HUD_IMPORTANT
02:16:50.716| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 10.00 DMG_DIRECT
02:16:50.830| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 5.29 DMG_ENERGY|CONTINUOUS|HUD_IMPORTANT
02:16:50.906| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 3.96 DMG_ENERGY|CONTINUOUS|HUD_IMPORTANT
02:16:50.909| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 10.00 DMG_DIRECT
02:16:51.022| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 3.72 DMG_ENERGY|CONTINUOUS|HUD_IMPORTANT
02:16:51.229| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 10.00 DMG_DIRECT|HUD_IMPORTANT
02:16:51.249| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 58.24 DMG_DIRECT|CONTINUOUS
02:16:51.312| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 2.86 DMG_ENERGY|CONTINUOUS|HUD_IMPORTANT
02:16:51.367| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 2.92 DMG_ENERGY|CONTINUOUS|HUD_IMPORTANT
02:16:51.447| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 0.16 DMG_ENERGY|CONTINUOUS
02:16:51.494| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 20.24 DMG_DIRECT|CONTINUOUS
02:16:51.497| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 13.63 DMG_DIRECT|HUD_IMPORTANT
02:16:51.636| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 11.35 DMG_DIRECT|CONTINUOUS
02:16:51.722| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 11.99 DMG_DIRECT|CONTINUOUS
02:16:51.725| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 15.39 DMG_DIRECT|HUD_IMPORTANT
02:16:51.816| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 22.76 DMG_DIRECT|CONTINUOUS
02:16:51.895| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 12.22 DMG_DIRECT|CONTINUOUS
02:16:51.997| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 14.32 DMG_DIRECT|CONTINUOUS
02:16:52.129| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 23.99 DMG_DIRECT|CONTINUOUS
02:16:52.260| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 13.36 DMG_DIRECT|CONTINUOUS
02:16:52.262| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 25.39 DMG_DIRECT|HUD_IMPORTANT
02:16:52.303| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 11.99 DMG_DIRECT|CONTINUOUS
02:16:52.412| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 13.55 DMG_DIRECT|CONTINUOUS
02:16:52.524| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 22.42 DMG_DIRECT|CONTINUOUS
02:16:52.612| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 23.49 DMG_DIRECT|CONTINUOUS
02:16:52.748| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 3.51 DMG_ENERGY|CONTINUOUS
02:16:52.750| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 15.29 DMG_DIRECT|HUD_IMPORTANT
02:16:52.823| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 23.23 DMG_DIRECT|CONTINUOUS
02:16:52.847| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 7.53 DMG_DIRECT|CONTINUOUS
02:16:52.911| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 19.92 DMG_DIRECT
02:16:53.055| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 19.85 DMG_DIRECT
02:16:53.111| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 9.90 DMG_DIRECT
02:16:53.206| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 9.87 DMG_DIRECT
02:16:53.314| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 19.81 DMG_DIRECT
02:16:53.417| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 19.76 DMG_DIRECT
02:16:53.503| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 19.71 DMG_DIRECT
02:16:53.604| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 19.66 DMG_DIRECT
02:16:53.736| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 9.77 DMG_DIRECT
02:16:53.736| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 15.04 DMG_DIRECT|HUD_IMPORTANT
02:16:53.844| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 9.82 DMG_DIRECT
02:16:53.917| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 19.45 DMG_DIRECT
02:16:54.004| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 19.48 DMG_DIRECT
02:16:54.147| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 9.73 DMG_DIRECT
02:16:54.283| Damage. Victim: _ZeRon_             , attacker: VisitorCar1         , weapon 'CarPart_Gun_Minigun_Legend_bp6', damage: 9.68 DMG_DIRECT
